DBName,SqlCmd,MaxTime,AvgTime,TotTime,CNT
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,CHANNEL, Ori_REFNO, CombineKey, Gender, NameCategory, VesselIMONo),,,,,, @@NCHAR13@@@@NCHAR10@@,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, @address, @city,@@NCHAR13@@@@NCHAR10@@,,,,,,,@country, new_acct_name, @user_brnch_nbr, TAXID, @MIdent, '', @IssuedBy, IdentificationNumber, '', @@NCHAR13@@@@NCHAR10@@,,,,,,,CONVERT(VARCHAR, CONVERT(DATETIME,DOB),112), @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,@Other, @Remark, CombineKey, Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.ofac_new_acct_names_20243236651 A WITH(NOLOCK)",2660,2660,2660,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,CHANNEL, Ori_REFNO, CombineKey, Gender, NameCategory, VesselIMONo),,,,,, @@NCHAR13@@@@NCHAR10@@,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, @address, @city,@@NCHAR13@@@@NCHAR10@@,,,,,,,@country, new_acct_name, @user_brnch_nbr, TAXID, @MIdent, '', @IssuedBy, IdentificationNumber, '', @@NCHAR13@@@@NCHAR10@@,,,,,,,CONVERT(VARCHAR, CONVERT(DATETIME,DOB),112), @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,@Other, @Remark, CombineKey, Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.ofac_new_acct_names_20243236656 A WITH(NOLOCK)",2630,2630,2630,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,CHANNEL, Ori_REFNO, CombineKey, Gender, NameCategory, VesselIMONo),,,,,, @@NCHAR13@@@@NCHAR10@@,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, @address, @city,@@NCHAR13@@@@NCHAR10@@,,,,,,,@country, new_acct_name, @user_brnch_nbr, TAXID, @MIdent, '', @IssuedBy, IdentificationNumber, '', @@NCHAR13@@@@NCHAR10@@,,,,,,,CONVERT(VARCHAR, CONVERT(DATETIME,DOB),112), @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,@Other, @Remark, CombineKey, Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.ofac_new_acct_names_20243236662 A WITH(NOLOCK)",2610,2610,2610,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,CHANNEL, Ori_REFNO, CombineKey, Gender, NameCategory, VesselIMONo),,,,,, @@NCHAR13@@@@NCHAR10@@,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, @address, @city,@@NCHAR13@@@@NCHAR10@@,,,,,,,@country, new_acct_name, @user_brnch_nbr, TAXID, @MIdent, '', @IssuedBy, IdentificationNumber, '', @@NCHAR13@@@@NCHAR10@@,,,,,,,CONVERT(VARCHAR, CONVERT(DATETIME,DOB),112), @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,@Other, @Remark, CombineKey, Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.ofac_new_acct_names_20243236673 A WITH(NOLOCK)",2560,2560,2560,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,CHANNEL, Ori_REFNO, CombineKey, Gender, NameCategory, VesselIMONo),,,,,, @@NCHAR13@@@@NCHAR10@@,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, @address, @city,@@NCHAR13@@@@NCHAR10@@,,,,,,,@country, new_acct_name, @user_brnch_nbr, TAXID, @MIdent, '', @IssuedBy, IdentificationNumber, '', @@NCHAR13@@@@NCHAR10@@,,,,,,,CONVERT(VARCHAR, CONVERT(DATETIME,DOB),112), @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,@Other, @Remark, CombineKey, Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.ofac_new_acct_names_20243236678 A WITH(NOLOCK)",2539,2539,2539,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,CHANNEL, Ori_REFNO, CombineKey, Gender, NameCategory, VesselIMONo),,,,,, @@NCHAR13@@@@NCHAR10@@,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, @address, @city,@@NCHAR13@@@@NCHAR10@@,,,,,,,@country, new_acct_name, @user_brnch_nbr, TAXID, @MIdent, '', @IssuedBy, IdentificationNumber, '', @@NCHAR13@@@@NCHAR10@@,,,,,,,CONVERT(VARCHAR, CONVERT(DATETIME,DOB),112), @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,@Other, @Remark, CombineKey, Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.ofac_new_acct_names_20243236700 A WITH(NOLOCK)",2459,2459,2459,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,CHANNEL, Ori_REFNO, CombineKey, Gender, NameCategory, VesselIMONo),,,,,, @@NCHAR13@@@@NCHAR10@@,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, @address, @city,@@NCHAR13@@@@NCHAR10@@,,,,,,,@country, new_acct_name, @user_brnch_nbr, TAXID, @MIdent, '', @IssuedBy, IdentificationNumber, '', @@NCHAR13@@@@NCHAR10@@,,,,,,,CONVERT(VARCHAR, CONVERT(DATETIME,DOB),112), @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,@Other, @Remark, CombineKey, Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.ofac_new_acct_names_20243236704 A WITH(NOLOCK)",2439,2439,2439,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,CHANNEL, Ori_REFNO, CombineKey, Gender, NameCategory, VesselIMONo),,,,,, @@NCHAR13@@@@NCHAR10@@,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, @address, @city,@@NCHAR13@@@@NCHAR10@@,,,,,,,@country, new_acct_name, @user_brnch_nbr, TAXID, @MIdent, '', @IssuedBy, IdentificationNumber, '', @@NCHAR13@@@@NCHAR10@@,,,,,,,CONVERT(VARCHAR, CONVERT(DATETIME,DOB),112), @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,@Other, @Remark, CombineKey, Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.ofac_new_acct_names_20243236705 A WITH(NOLOCK)",2439,2439,2439,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243236996 A WITH(NOLOCK)",600,600,600,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243237007 A WITH(NOLOCK)",430,430,430,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243237012 A WITH(NOLOCK)",410,410,410,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243237013 A WITH(NOLOCK)",410,410,410,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243237019 A WITH(NOLOCK)",339,339,339,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,CHANNEL, Ori_REFNO, CombineKey, Gender, NameCategory, VesselIMONo),,,,,, @@NCHAR13@@@@NCHAR10@@,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, @address, @city,@@NCHAR13@@@@NCHAR10@@,,,,,,,@country, new_acct_name, @user_brnch_nbr, TAXID, @MIdent, '', @IssuedBy, IdentificationNumber, '', @@NCHAR13@@@@NCHAR10@@,,,,,,,CONVERT(VARCHAR, CONVERT(DATETIME,DOB),112), @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,@Other, @Remark, CombineKey, Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.ofac_new_acct_names_20243236714 A WITH(NOLOCK)",2410,2410,2410,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,CHANNEL, Ori_REFNO, CombineKey, Gender, NameCategory, VesselIMONo),,,,,, @@NCHAR13@@@@NCHAR10@@,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, @address, @city,@@NCHAR13@@@@NCHAR10@@,,,,,,,@country, new_acct_name, @user_brnch_nbr, TAXID, @MIdent, '', @IssuedBy, IdentificationNumber, '', @@NCHAR13@@@@NCHAR10@@,,,,,,,CONVERT(VARCHAR, CONVERT(DATETIME,DOB),112), @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,@Other, @Remark, CombineKey, Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.ofac_new_acct_names_20243236716 A WITH(NOLOCK)",2410,2410,2410,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,CHANNEL, Ori_REFNO, CombineKey, Gender, NameCategory, VesselIMONo),,,,,, @@NCHAR13@@@@NCHAR10@@,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, @address, @city,@@NCHAR13@@@@NCHAR10@@,,,,,,,@country, new_acct_name, @user_brnch_nbr, TAXID, @MIdent, '', @IssuedBy, IdentificationNumber, '', @@NCHAR13@@@@NCHAR10@@,,,,,,,CONVERT(VARCHAR, CONVERT(DATETIME,DOB),112), @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,@Other, @Remark, CombineKey, Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.ofac_new_acct_names_20243236717 A WITH(NOLOCK)",2410,2410,2410,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,CHANNEL, Ori_REFNO, CombineKey, Gender, NameCategory, VesselIMONo),,,,,, @@NCHAR13@@@@NCHAR10@@,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, @address, @city,@@NCHAR13@@@@NCHAR10@@,,,,,,,@country, new_acct_name, @user_brnch_nbr, TAXID, @MIdent, '', @IssuedBy, IdentificationNumber, '', @@NCHAR13@@@@NCHAR10@@,,,,,,,CONVERT(VARCHAR, CONVERT(DATETIME,DOB),112), @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,@Other, @Remark, CombineKey, Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.ofac_new_acct_names_20243236722 A WITH(NOLOCK)",2390,2390,2390,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,CHANNEL, Ori_REFNO, CombineKey, Gender, NameCategory, VesselIMONo),,,,,, @@NCHAR13@@@@NCHAR10@@,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, @address, @city,@@NCHAR13@@@@NCHAR10@@,,,,,,,@country, new_acct_name, @user_brnch_nbr, TAXID, @MIdent, '', @IssuedBy, IdentificationNumber, '', @@NCHAR13@@@@NCHAR10@@,,,,,,,CONVERT(VARCHAR, CONVERT(DATETIME,DOB),112), @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,@Other, @Remark, CombineKey, Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.ofac_new_acct_names_20243236726 A WITH(NOLOCK)",2370,2370,2370,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,CHANNEL, Ori_REFNO, CombineKey, Gender, NameCategory, VesselIMONo),,,,,, @@NCHAR13@@@@NCHAR10@@,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, @address, @city,@@NCHAR13@@@@NCHAR10@@,,,,,,,@country, new_acct_name, @user_brnch_nbr, TAXID, @MIdent, '', @IssuedBy, IdentificationNumber, '', @@NCHAR13@@@@NCHAR10@@,,,,,,,CONVERT(VARCHAR, CONVERT(DATETIME,DOB),112), @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,@Other, @Remark, CombineKey, Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.ofac_new_acct_names_20243236728 A WITH(NOLOCK)",2370,2370,2370,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,CHANNEL, Ori_REFNO, CombineKey, Gender, NameCategory, VesselIMONo),,,,,, @@NCHAR13@@@@NCHAR10@@,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, @address, @city,@@NCHAR13@@@@NCHAR10@@,,,,,,,@country, new_acct_name, @user_brnch_nbr, TAXID, @MIdent, '', @IssuedBy, IdentificationNumber, '', @@NCHAR13@@@@NCHAR10@@,,,,,,,CONVERT(VARCHAR, CONVERT(DATETIME,DOB),112), @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,@Other, @Remark, CombineKey, Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.ofac_new_acct_names_20243236748 A WITH(NOLOCK)",1131,1131,1131,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,CHANNEL, Ori_REFNO, CombineKey, Gender, NameCategory, VesselIMONo),,,,,, @@NCHAR13@@@@NCHAR10@@,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, @address, @city,@@NCHAR13@@@@NCHAR10@@,,,,,,,@country, new_acct_name, @user_brnch_nbr, TAXID, @MIdent, '', @IssuedBy, IdentificationNumber, '', @@NCHAR13@@@@NCHAR10@@,,,,,,,CONVERT(VARCHAR, CONVERT(DATETIME,DOB),112), @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,@Other, @Remark, CombineKey, Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.ofac_new_acct_names_20243236752 A WITH(NOLOCK)",2329,2329,2329,1
